法人番号,法人名,郵便番号,本社所在地,資本金,従業員数,設立年月日,創業年,最終更新日
8010401117533,ＡＩデータ株式会社,1050001.0,東京都港区虎ノ門５丁目１番５号メトロシティ神谷町,,,2015-04-01,,2025-02-14 00:00:00+09:00
5010001166982,株式会社ユイコモンズ,1070052.0,東京都港区赤坂５丁目２番３３号ＩｓａＩＡｋａｓａｋＡ,,,2015-04-01,,2024-12-20 00:00:00+09:00
4010101011734,株式会社植達,1930801.0,東京都八王子市川口町１８８６番地２５,,,2015-04-01,,2025-03-12 00:00:00+09:00
5011001104809,ＤＨＥ株式会社,1500021.0,東京都渋谷区恵比寿西２丁目３−１５エビスエイトビル６階,,,2015-04-01,,2018-10-25 00:00:00+09:00
1011101072967,株式会社サイシード,1030026.0,東京都中央区日本橋兜町６番５号,,,2015-04-01,,2024-09-05 00:00:00+09:00
9010401117549,森永市場開発株式会社,1050023.0,東京都港区芝浦１丁目１３番１６号,,,2015-04-01,,2024-03-25 00:00:00+09:00
8011101072985,株式会社ベネッセｉ−キャリア,1600023.0,東京都新宿区西新宿２丁目１番１号新宿三井ビルディング,,,2015-04-01,,2018-07-10 00:00:00+09:00
3010701030647,株式会社プロアバンセ,1410022.0,東京都品川区東五反田２丁目３番５号,,,2015-04-01,,2018-07-13 00:00:00+09:00
2011001104803,東急社宅マネジメント株式会社,1050022.0,東京都港区海岸１丁目２番２０号,,,2015-04-01,,2023-11-27 00:00:00+09:00
4012701013085,株式会社寺脇,2030003.0,東京都東久留米市金山町２丁目５番２０号,,,2015-04-01,,2025-06-10 00:00:00+09:00
5011601019951,まちの研究所株式会社,1500002.0,東京都渋谷区渋谷１丁目２３番２１号ｃｏ−ｌａｂ渋谷キャスト,,,2015-04-01,,2020-10-19 00:00:00+09:00
4011101072956,株式会社インバウンドテック,1600022.0,東京都新宿区新宿１丁目８番１号,548024000.0,113.0,2015-04-01,,2024-01-12 00:00:00+09:00
5011101073020,メドケア株式会社,1710031.0,東京都豊島区目白３丁目１４番３号,,,2015-04-02,,2019-04-18 00:00:00+09:00
9010001167028,システムガーディアン株式会社,1030025.0,東京都中央区日本橋茅場町２丁目１４−５石川ビル２０２,,,2015-04-02,,2019-06-20 00:00:00+09:00
8011001104896,株式会社イーネットワークシステムズ,1600023.0,東京都新宿区西新宿８丁目１４番２４号,,,2015-04-02,,2020-01-29 00:00:00+09:00
5011001104899,株式会社ＢＬＡＭ,1410031.0,東京都品川区西五反田７丁目７番７号,,31.0,2015-04-02,,2023-03-06 00:00:00+09:00
6011001104923,株式会社ＪＡＭ,1510063.0,東京都渋谷区富ヶ谷２丁目２番５号ネオーバビル４０１,,,2015-04-03,,2023-03-03 00:00:00+09:00
1010901035919,株式会社ブライトン,1580091.0,東京都世田谷区中町３丁目２６番１号,,,2015-04-06,,2015-10-28 00:00:00+09:00
6020001110501,株式会社ＳＰ,1070062.0,東京都港区南青山２丁目１１番１７号,,60.0,2015-04-07,,2022-06-22 00:00:00+09:00
7010401117699,株式会社ＬｉｖｅＰａｒｋ,1500036.0,東京都渋谷区南平台町１６番２８号,,,2015-04-08,,2023-06-15 00:00:00+09:00
7010003021754,株式会社シリウスソリューションズ,1300005.0,東京都墨田区東駒形２丁目２番１４号,,,2015-04-08,,2018-10-26 00:00:00+09:00
5010001167205,株式会社ＷｅＴｅｃ,1000006.0,東京都千代田区有楽町１丁目７−１有楽町電気ビル北館３Ｆ,,,2015-04-10,,2022-06-13 00:00:00+09:00
9010401117730,株式会社オープンエイト,1000011.0,東京都千代田区内幸町２丁目１番６号,,114.0,2015-04-10,,2024-02-05 00:00:00+09:00
4010401117743,株式会社テコラボ,1350045.0,東京都江東区古石場１丁目１番２号,,,2015-04-10,,2020-12-08 00:00:00+09:00
2010401117729,株式会社デジタルチェンジ,1530051.0,東京都目黒区上目黒３丁目６番１６号,,,2015-04-10,,2021-01-08 00:00:00+09:00
6012801016449,図子不動産鑑定株式会社,1910022.0,東京都日野市大字新井６０７番地の５,,,2015-04-10,,2015-10-30 00:00:00+09:00
5011001105006,ストリクス株式会社,1010061.0,東京都千代田区神田三崎町３丁目１番１６号,,,2015-04-10,,2025-02-25 00:00:00+09:00
8012701013115,ｔｒｉｐｌａ株式会社,1600023.0,東京都新宿区西新宿４丁目１５番３号,859151000.0,,2015-04-15,,2024-04-30 00:00:00+09:00
8010901035978,アルゴリンクス株式会社,1600004.0,東京都新宿区四谷１丁目１７番,,,2015-04-16,,2022-04-22 00:00:00+09:00
5010601047780,株式会社シーオーピー,2060024.0,東京都多摩市諏訪３丁目１４−１０ホワイトハウス２０３号室,,,2015-04-21,,2020-07-10 00:00:00+09:00
6010001167443,株式会社バークレープロフェッショナルズ,1020073.0,東京都千代田区九段北４丁目２番１１号７Ｆ,,,2015-04-21,,2021-01-21 00:00:00+09:00
9010001167498,ウーマンズリーダーシップインスティテュート株式会社,1040061.0,東京都中央区銀座６丁目１３番９号ｂｉｚｃｕｂｅ,,,2015-04-23,,2021-12-27 00:00:00+09:00
2010401118066,株式会社ＵＢＵＧＯＥ,1070052.0,東京都港区赤坂１丁目４番３号グランジュール赤坂３階,,,2015-04-27,,2019-10-29 00:00:00+09:00
4290001069944,ベルフェイス株式会社,1050004.0,東京都港区新橋６丁目１３番１０号,,113.0,2015-04-27,,2025-04-25 00:00:00+09:00
6010001167559,株式会社パーカーズ,1040033.0,東京都中央区新川１丁目３０番７号,,,2015-04-27,,2022-11-04 00:00:00+09:00
3011303002200,株式会社ＬｉｇｈｔＢｒｉｄｇｅ,1670023.0,東京都杉並区上井草１丁目４番１号,,,2015-04-27,,2025-01-17 00:00:00+09:00
5010401118063,タクトピア株式会社,1010054.0,東京都千代田区神田錦町２丁目９大新ビル５階,,,2015-04-27,,2022-09-15 00:00:00+09:00
6010001167617,株式会社ＪＥＲＡ,1030027.0,東京都中央区日本橋２丁目５番１号,100000000000.0,4167.0,2015-04-30,,2019-04-12 00:00:00+09:00
2011101073312,株式会社ＪＭＲＳ,1620845.0,東京都新宿区市谷本村町３−２０,,,2015-05-01,,2019-01-24 00:00:00+09:00
7010103000864,ＴＮＹＵ合同会社,1070052.0,東京都港区赤坂２丁目１６番６号,,,2015-05-01,,2024-12-05 00:00:00+09:00
9010601047835,ストーンビートセキュリティ株式会社,1000011.0,東京都千代田区内幸町２丁目１番６号日比谷パークフロント１９Ｆ,,29.0,2015-05-01,,2024-05-10 00:00:00+09:00
3010901036064,株式会社スカイテック,1010021.0,東京都千代田区外神田５丁目１番２号末広ビル５階,,,2015-05-07,,2021-04-13 00:00:00+09:00
4010601047864,セントラルジャパン株式会社,1010032.0,東京都千代田区岩本町２丁目６−１２曙ビル５０１,,,2015-05-08,,2024-09-30 00:00:00+09:00
3020001110974,三菱重工パワー環境ソリューション株式会社,1080014.0,東京都港区芝５丁目３３番１１号,,259.0,2015-05-08,,2024-08-26 00:00:00+09:00
9030001108434,株式会社エフネクスト,1060032.0,東京都港区六本木２丁目２番６号福吉町ビル３０１,,200.0,2015-05-11,,2018-06-22 00:00:00+09:00
2010701030854,株式会社放射線管理研究所,1410022.0,東京都品川区東五反田２丁目２０番４号,,,2015-05-15,,2020-01-30 00:00:00+09:00
6011001105541,株式会社Ｇｉｚｕｍｏ,1500002.0,東京都渋谷区渋谷３丁目１１番１１号ＩＶＹイーストビル,,364.0,2015-05-15,,2023-02-20 00:00:00+09:00
1150003001310,ゴールドウェア株式会社,1710042.0,東京都豊島区高松１丁目２２−１,,,2015-05-15,,2019-06-18 00:00:00+09:00
5011501020563,株式会社豊川ガーデン,1160014.0,東京都荒川区東日暮里３丁目１１番２１号,,,2015-05-15,,2022-09-05 00:00:00+09:00
6011501020570,株式会社インフィニティエージェント,1020071.0,東京都千代田区富士見１丁目８番１９号住友不動産千代田富士見ビル２Ｆ,,,2015-05-15,,2025-02-13 00:00:00+09:00
7013301037042,株式会社Ｒｅｌｉｃ,1500013.0,東京都渋谷区恵比寿４丁目２０番３号恵比寿ガーデンプレイスタワー１９階,,120.0,2015-05-15,,2024-01-15 00:00:00+09:00
1010003021925,ｅｘｃｅｐｔｉｏｎ合同会社,1510053.0,東京都渋谷区代々木１丁目４５番３号４階,,,2015-05-15,,2018-05-24 00:00:00+09:00
9010701030872,株式会社Ｙメディカル,1500013.0,東京都渋谷区恵比寿２丁目２８番１０号ＳｈｕＢＬＤＧ２９５６,,,2015-05-18,,2022-02-09 00:00:00+09:00
8010701030873,メディカルローグ株式会社,1000014.0,東京都千代田区永田町２丁目１７番１７号,,,2015-05-18,,2024-12-25 00:00:00+09:00
8012403002399,株式会社ＴａｋｅＦｕｎＳｙｓｔｅｍ,1600023.0,東京都新宿区西新宿７丁目１７番１４号新宿シティ源共同ビル２０１,,16.0,2015-05-19,,2024-05-15 00:00:00+09:00
4013301037086,ＤＣＥＳビジネスサポート株式会社,1710042.0,東京都豊島区高松１丁目１番１１号東京ファーストシティビル４階,,,2015-05-21,,2025-04-16 00:00:00+09:00
3010401118486,ネクスレッジ株式会社,1030023.0,東京都中央区日本橋本町３丁目１１番５号,,,2015-05-25,,2023-01-13 00:00:00+09:00
2010001168115,日本梱包運輸倉庫株式会社,1040044.0,東京都中央区明石町６番１７号,,5200.0,2015-05-25,,2024-06-26 00:00:00+09:00
1010901036165,飯沼創建株式会社,1400013.0,東京都品川区南大井６丁目１９番１０,,,2015-05-25,,2023-03-10 00:00:00+09:00
7013301038932,Ｇｏ　Ｊａｐａｎ株式会社,1100005.0,東京都台東区上野７丁目６番５号ＶＯＲＴ上野?Ａ棟２階,,40.0,2015-05-26,,2022-08-04 00:00:00+09:00
1013301037114,株式会社ＮＣＣ,1710022.0,東京都豊島区南池袋３丁目１８−３５ＯＫビル３０１,,,2015-05-26,,2024-08-26 00:00:00+09:00
2010401118611,セキュアエッジ株式会社,1620822.0,東京都新宿区下宮比町２番２６号,,,2015-06-01,,2022-04-05 00:00:00+09:00
8010001168266,株式会社ユニカ,1110052.0,東京都台東区柳橋２丁目１９番８号材商会館ビル２階,,,2015-06-01,,2020-06-26 00:00:00+09:00
9140001098318,株式会社フルーツフルイングリッシュ,1500001.0,東京都渋谷区神宮前６丁目２３番４号桑野ビル２階,,,2015-06-02,,2023-09-20 00:00:00+09:00
9011001105803,株式会社Ｓｅｃｕａｌ,1500002.0,東京都渋谷区渋谷２丁目６番４号,,,2015-06-02,,2022-11-01 00:00:00+09:00
7011001105838,ＬＩＮＥ　ＷＯＲＫＳ株式会社,1500031.0,東京都渋谷区桜丘町１番１号渋谷サクラステージＳＨＩＢＵＹＡタワー２３階,,,2015-06-03,,2025-01-29 00:00:00+09:00
3010001168436,株式会社ゆうぷらす,1130033.0,東京都文京区本郷６丁目２４番９号１２０１,,,2015-06-08,,2018-09-26 00:00:00+09:00
8011501020643,ＰＨＴ株式会社,1150045.0,東京都北区赤羽１丁目４１番１２号,,,2015-06-09,,2022-01-12 00:00:00+09:00
4011101073698,株式会社クロエル,1600023.0,東京都新宿区西新宿７丁目１８番１２号,,11.0,2015-06-10,,2021-02-09 00:00:00+09:00
1050001039387,株式会社Ｇｒａｖｉｔｙ,1600022.0,東京都新宿区新宿２丁目８番１号新宿セブンビル６０４,,,2015-06-11,,2023-03-29 00:00:00+09:00
2010401118883,テテマーチ株式会社,1530063.0,東京都目黒区目黒１丁目２４番１２号,,,2015-06-12,,2022-01-24 00:00:00+09:00
6010003022051,グーグル・クラウド・ジャパン合同会社,1500002.0,東京都渋谷区渋谷３丁目２１番３号渋谷ストリーム,,,2015-06-17,,2024-11-29 00:00:00+09:00
8010001168679,株式会社はばたーく,1030023.0,東京都中央区日本橋本町４丁目８番１５号,,,2015-06-19,,2024-07-17 00:00:00+09:00
4011501020671,株式会社ファーミングテクノロジージャパン,1010024.0,東京都千代田区神田和泉町１番地６の１６,,,2015-06-22,,2023-05-19 00:00:00+09:00
4011001106079,ロボティック・バイオロジー・インスティテュート株式会社,1350064.0,東京都江東区青海２丁目５番１０号,,,2015-06-22,,2019-10-23 00:00:00+09:00
3010401119014,ウィルポート株式会社,1040054.0,東京都中央区勝どき４丁目６番２号,,,2015-06-22,,2023-10-19 00:00:00+09:00
9010003022073,株式会社ミライチケットスタジオ,1010021.0,東京都千代田区外神田２丁目１３番５号,,,2015-06-23,,2022-03-18 00:00:00+09:00
5011001106136,株式会社ワイズ,1080071.0,東京都港区白金台５丁目１５番１号フォルマ白金５０２号室,,,2015-06-24,,2018-05-14 00:00:00+09:00
2011601020152,株式会社ＨＹ２,1760021.0,東京都練馬区貫井３丁目３３番３−２０６号,,,2015-06-24,,2015-10-28 00:00:00+09:00
7010401119150,株式会社Ｈａｃｏｂｕ,1080014.0,東京都港区芝５丁目２９番１１号,,150.0,2015-06-30,,2025-03-24 00:00:00+09:00
6011101073886,株式会社ベルテクス・パートナーズ,1070052.0,東京都港区赤坂９丁目７番１号,,57.0,2015-07-01,,2019-02-07 00:00:00+09:00
8011001106249,株式会社インフォバーン,1500044.0,東京都渋谷区円山町２３番２号,,96.0,2015-07-01,,2018-12-20 00:00:00+09:00
6011701019082,株式会社高山商事,1320022.0,東京都江戸川区大杉５丁目９番１６号,,,2015-07-01,,2015-10-28 00:00:00+09:00
5010401119227,株式会社ＬＩＦＵＬＬ　ｓｅｎｉｏｒ,1020083.0,東京都千代田区麹町１丁目４番地４,,,2015-07-01,,2020-11-11 00:00:00+09:00
1040001091182,株式会社ＣＢ,1000013.0,東京都千代田区霞が関３丁目７番１号,,12.0,2015-07-01,,2022-10-19 00:00:00+09:00
8010401119174,株式会社塚田農場プラス,1080074.0,東京都港区高輪３丁目２５番２３号京急第２ビル１Ｆ,,204.0,2015-07-01,2015.0,2020-06-16 00:00:00+09:00
1012401030284,株式会社翔莉苑,2060000.0,東京都稲城市大字大丸１０７番地２,,,2015-07-01,,2025-07-28 00:00:00+09:00
1010001168883,株式会社Ｗ　ＴＯＫＹＯ,1500001.0,東京都渋谷区神宮前５丁目２８番５号,238564000.0,42.0,2015-07-01,,2019-11-29 00:00:00+09:00
4010001168914,株式会社シムックスイニシアティブ,1050013.0,東京都港区浜松町１丁目３０番５号浜松町スクエア１０階,,,2015-07-01,,2022-09-16 00:00:00+09:00
2011703001307,Ｔ・Ｎ・Ｋ合同会社,1360072.0,東京都江東区大島４丁目３番３号−１２０３,,,2015-07-02,,2025-04-21 00:00:00+09:00
5010801025801,株式会社府中技研,1440043.0,東京都大田区羽田５丁目２２番１０号,,,2015-07-02,,2023-03-22 00:00:00+09:00
1011701019104,株式会社オフグリッド,1030013.0,東京都中央区日本橋人形町２丁目２１番１１号,,,2015-07-07,,2023-10-31 00:00:00+09:00
5011101073978,アソラテック株式会社,1600022.0,東京都新宿区新宿６丁目２７番３０号,,,2015-07-07,,2018-07-05 00:00:00+09:00
6011001106341,クラスター株式会社,1410031.0,東京都品川区西五反田８丁目９番５号,,,2015-07-07,,2022-01-13 00:00:00+09:00
2010401119320,株式会社プレミアムアーツ,1050001.0,東京都港区虎ノ門５丁目１１番１号オランダヒルズ森タワーＲｏＰ１２０８号,,,2015-07-07,,2020-10-08 00:00:00+09:00
2011701019111,株式会社ベルサービス,1330053.0,東京都江戸川区北篠崎２丁目９番１７−２０７号,,,2015-07-09,,2015-10-28 00:00:00+09:00
6010601048200,株式会社ノースサンド,1040061.0,東京都中央区銀座４丁目１２番１５号歌舞伎座タワー７階,,491.0,2015-07-10,,2021-12-07 00:00:00+09:00
4011101074003,健康コミュニケーションズ株式会社,1600023.0,東京都新宿区西新宿８丁目１７番１号,,,2015-07-10,,2023-02-03 00:00:00+09:00
1010601048213,株式会社ブルーマークコンフィデンス,1500002.0,東京都渋谷区渋谷２丁目１６番１号Ｄａｉｗａ渋谷宮益坂ビル２Ｆ,,,2015-07-10,,2021-09-14 00:00:00+09:00
9010901036422,株式会社ＢＩＯＴＯＰＥ,1030022.0,東京都中央区日本橋室町２丁目１−１日本橋三井タワー６階,,5.0,2015-07-10,,2025-06-27 00:00:00+09:00
7011001106472,株式会社キズキ,1510051.0,東京都渋谷区千駄ヶ谷５丁目２９番７号ドルミ御苑２０２号室,,,2015-07-13,,2018-04-12 00:00:00+09:00
5010701031107,ＰＩＣＯＳＵＮ　ＪＡＰＡＮ株式会社,1080022.0,東京都港区海岸３丁目２０番２０号,,,2015-07-13,,2023-01-19 00:00:00+09:00
8010701031120,株式会社フロンティアチャンネル,1400015.0,東京都品川区西大井１丁目１番２号ジェイタワー西大井イースト２０９,,,2015-07-17,,2022-04-06 00:00:00+09:00
5010001169382,株式会社カタルチア,1050014.0,東京都港区芝３丁目２１番１５号,,6.0,2015-07-21,,2025-01-24 00:00:00+09:00
6010001169365,株式会社ダイレクトオーダー,1030012.0,東京都中央区日本橋堀留町１丁目１０番１９号,,,2015-07-21,,2019-09-30 00:00:00+09:00
3010001169442,高専ベンチャー株式会社,1040061.0,東京都中央区銀座８丁目１８番３号,,,2015-07-23,,2022-06-17 00:00:00+09:00
4011001106640,株式会社アート・ファクトリー,1130033.0,東京都文京区本郷１丁目３２番３号,,,2015-07-27,,2019-04-09 00:00:00+09:00
6010001169522,株式会社トップグローバル,1010032.0,東京都千代田区岩本町３丁目４番５号,,100.0,2015-07-28,,2018-11-12 00:00:00+09:00
8010401119711,株式会社シオンステージ,1000006.0,東京都千代田区有楽町２丁目１０番１号,,,2015-07-28,,2019-11-12 00:00:00+09:00
2011601020251,ハナブサマネジメント株式会社,1600011.0,東京都新宿区若葉１丁目１０番地ＦＮビル１０１,,,2015-07-29,,2019-06-04 00:00:00+09:00
6011001106696,アマゾンウェブサービスジャパン合同会社,1410021.0,東京都品川区上大崎３丁目１番１号,,2911.0,2015-07-29,,2021-10-21 00:00:00+09:00
3010801025877,株式会社Ｓｕｎｆｌｏｗｅｒ,1440052.0,東京都大田区蒲田２丁目５番１３号,,,2015-07-29,,2019-03-29 00:00:00+09:00
4010501038377,株式会社泪橋ラボ,1110021.0,東京都台東区日本堤１丁目１番１０号,,3.0,2015-07-30,,2015-10-28 00:00:00+09:00
7010003022232,サスメド株式会社,1030023.0,東京都中央区日本橋本町３丁目７番２号,80963000.0,,2015-07-31,,2024-10-23 00:00:00+09:00
6010401119795,エムスリーデジカル株式会社,1070052.0,東京都港区赤坂１丁目１１番４４号,,,2015-08-03,,2018-11-26 00:00:00+09:00
6011001106746,ＲＦルーカス株式会社,1350064.0,東京都江東区青海２丁目７番４号,,11.0,2015-08-03,,2024-12-25 00:00:00+09:00
7011101074231,株式会社パソナＨＲソリューション,1070062.0,東京都港区南青山３丁目１番３０号,,301.0,2015-08-03,,2023-10-20 00:00:00+09:00
2010001169641,エアロセンス株式会社,1140012.0,東京都北区田端新町１丁目１番１４号,,,2015-08-03,,2023-05-24 00:00:00+09:00
6012801016671,株式会社ノーザン・インク,1960001.0,東京都昭島市美堀町２丁目２０番２９,,,2015-08-04,,2021-03-24 00:00:00+09:00
8010701031203,ブルームインターナショナル株式会社,1400001.0,東京都品川区北品川１丁目１８番８号,,,2015-08-05,,2017-12-13 00:00:00+09:00
9010001169734,株式会社建デポ,1010044.0,東京都千代田区鍛冶町１丁目８番３号神田９１ビル,,1950.0,2015-08-07,,2018-04-18 00:00:00+09:00
9011001106867,株式会社リビングコーポレーション,1500002.0,東京都渋谷区渋谷４丁目２番１２号,,,2015-08-10,,2020-05-11 00:00:00+09:00
4010001169763,株式会社ヴィック,1040041.0,東京都中央区新富２丁目２番１１号冨士中央ビル別館４階,,14.0,2015-08-10,,2022-10-25 00:00:00+09:00
3030001109958,株式会社リシンクス,1030014.0,東京都中央区日本橋蛎殻町１丁目２６番６号アントリアビル１Ｆ,,,2015-08-10,,2022-04-18 00:00:00+09:00
9010001169775,株式会社ＡＲＴＨ,1030003.0,東京都中央区日本橋横山町３番１４号,,,2015-08-10,,2022-06-01 00:00:00+09:00
8010401119967,株式会社Ｄ−ｇｒａｎｔ,1060047.0,東京都港区南麻布３丁目１９番７号,,,2015-08-11,,2018-12-27 00:00:00+09:00
7011101074330,Ｈ＆Ｅコンサルティング株式会社,1620816.0,東京都新宿区白銀町２番１−７０５号,,,2015-08-13,,2015-10-28 00:00:00+09:00
5011801030667,株式会社東亜海上商事,1200002.0,東京都足立区中川４丁目４１−３０東亜ビル,,,2015-08-13,,2021-09-16 00:00:00+09:00
9010001169882,インテリジェンスバリューコーポレーション株式会社,1010052.0,東京都千代田区神田小川町３丁目１１番１号,,5.0,2015-08-14,,2018-06-12 00:00:00+09:00
2010901036610,アシェル株式会社,1110033.0,東京都台東区花川戸１丁目７番５号,,,2015-08-14,,2022-09-08 00:00:00+09:00
7011001106943,情報技術開発株式会社,1600023.0,東京都新宿区西新宿６丁目５番１号,,764.0,2015-08-14,,2024-04-16 00:00:00+09:00
2011001106948,ウエステルスコンサルティング株式会社,1500013.0,東京都渋谷区恵比寿１丁目１５番９号,,,2015-08-17,,2022-04-13 00:00:00+09:00
1021001057159,株式会社Ｊ＆Ｌ,1450071.0,東京都大田区田園調布２丁目３７番２０号,,,2015-08-18,,2020-09-10 00:00:00+09:00
8011001106991,株式会社ワンキャリア,1500031.0,東京都渋谷区桜丘町２０番１号,18792000.0,381.0,2015-08-18,,2020-06-09 00:00:00+09:00
6010401120068,ソルクリエイト株式会社,1120004.0,東京都文京区後楽２丁目３−２８Ｋ．Ｉ．Ｓ飯田橋８階,,,2015-08-18,,2021-08-13 00:00:00+09:00
5010401120077,アジアインフラストラクチャ株式会社,1070052.0,東京都港区赤坂１丁目１２番３２号,,,2015-08-18,,2018-10-26 00:00:00+09:00
7010001169991,株式会社ｕｎｅｒｒｙ,1050001.0,東京都港区虎ノ門４丁目１番１号神谷町トラストタワー２３階,14712000.0,,2015-08-20,,2024-04-08 00:00:00+09:00
5010001169993,株式会社キャリアスタイル,1070062.0,東京都港区南青山２丁目２番１５号,,,2015-08-20,,2024-09-19 00:00:00+09:00
1010401120147,株式会社ストライプス,1050003.0,東京都港区西新橋２丁目２３番１号３東洋海事ビル,,,2015-08-24,,2018-06-22 00:00:00+09:00
4010001170135,マネックス・アセットマネジメント株式会社,1070052.0,東京都港区赤坂１丁目１２番３２号,,,2015-08-28,,2020-10-07 00:00:00+09:00
3011001107136,株式会社ｍａｉｐｐｌｅ,1510072.0,東京都渋谷区幡ヶ谷３丁目３９番１２号渋谷ウェストビル１階,,,2015-08-31,,2022-09-01 00:00:00+09:00
1011001107146,ＬＥＤ　ＴＯＫＹＯ株式会社,1500001.0,東京都渋谷区神宮前２丁目３４番１７号,,,2015-08-31,,2025-03-03 00:00:00+09:00
1010901036702,ｒｕｎＡｗａｙ株式会社,1070062.0,東京都港区南青山２丁目２番１５号,,,2015-09-01,,2023-03-15 00:00:00+09:00
5010001170183,株式会社ＯＳＢＳ,1000005.0,東京都千代田区丸の内１丁目８番３号,,500.0,2015-09-01,,2022-06-09 00:00:00+09:00
1011001107195,株式会社ｍｏｖ,1500011.0,東京都渋谷区東１丁目３２番１２号渋谷プロパティータワー１０階,,,2015-09-01,,2025-01-31 00:00:00+09:00
8012401030484,株式会社ＷＩＮＧＧＡＴＥ,1800014.0,東京都武蔵野市関前３丁目３５番６号,,,2015-09-01,,2017-08-04 00:00:00+09:00
8011101074478,ＪｅｌｌｙＷａｒｅ株式会社,1600004.0,東京都新宿区四谷２丁目３番６号パルム四谷７Ｆ,,,2015-09-01,,2023-08-01 00:00:00+09:00
7013101007113,株式会社福樹園,1970011.0,東京都福生市大字福生５４４番地,,,2015-09-01,,2015-10-30 00:00:00+09:00
8010001170197,セカイエ株式会社,1040032.0,東京都中央区八丁堀２丁目１０番７号日本瓦斯八丁堀ビル,,,2015-09-01,,2024-10-31 00:00:00+09:00
3010001170235,エバーグリーン・マーケティング株式会社,1040031.0,東京都中央区京橋２丁目２番１号,,,2015-09-01,,2020-08-14 00:00:00+09:00
9010701031342,株式会社ミライノベ,1000005.0,東京都千代田区丸の内１丁目６番５号丸の内北口ビルディング９階ＷｅＷｏｒｋ内,,,2015-09-04,,2023-07-10 00:00:00+09:00
6011201018576,ＥＢＳＣＯ　Ｉｎｆｏｒｍａｔｉｏｎ　Ｓｅｒｖｉｃｅｓ　Ｊａｐａｎ株式会社,1660002.0,東京都杉並区高円寺北２丁目６番２号高円寺センタービル３階,,,2015-09-11,,2022-09-20 00:00:00+09:00
5011001107349,株式会社ＩＭＣ,1510071.0,東京都渋谷区本町４丁目２７番２号,,,2015-09-11,,2019-05-31 00:00:00+09:00
4011001107408,ＦＰＶ　Ｒｏｂｏｔｉｃｓ株式会社,1500002.0,東京都渋谷区渋谷２丁目４番９号,,,2015-09-16,,2023-07-04 00:00:00+09:00
7011101074636,株式会社ＳＡＬＴＯ,1600022.0,東京都新宿区新宿２丁目８番６号ＫＤＸ新宿２８６ビル７階,,,2015-09-16,,2023-08-30 00:00:00+09:00
6010401120539,株式会社行楽ジャパン,1050004.0,東京都港区新橋６丁目１３番９号ＲＥＧＲＡＲＤＳＨＩＭＢＡＳＨＩ２階,,3.0,2015-09-16,,2022-08-24 00:00:00+09:00
8010401120586,株式会社世界市場,1400014.0,東京都品川区大井１丁目４７番１号,,,2015-09-17,,2018-08-24 00:00:00+09:00
4010701031396,株式会社ＳＴＳ,1420051.0,東京都品川区平塚１丁目７番９号オオクボビル２０２,,,2015-09-18,,2015-10-28 00:00:00+09:00
2010403013851,インターカルト・パートナーズ合同会社,1050001.0,東京都港区虎ノ門４丁目１−２８虎ノ門タワーズオフィス１９Ｆ,,,2015-09-18,,2022-04-20 00:00:00+09:00
3013301037673,株式会社エルア,1700013.0,東京都豊島区東池袋１丁目１７番１１号パークハイツ池袋１１０５号,,,2015-09-18,,2020-06-25 00:00:00+09:00
1010001170674,株式会社まるや,1030016.0,東京都中央区日本橋小網町１８番８号メットライフ江戸橋ビル２階,,,2015-09-25,,2025-02-14 00:00:00+09:00
8010501038605,株式会社Ｓｕｐｅｒｉｉｅｕｒ,1010032.0,東京都千代田区岩本町１丁目４番３号住泉ＫＭビル９階,,4.0,2015-09-28,,2024-11-18 00:00:00+09:00
3010001170739,産業テック株式会社,1030004.0,東京都中央区東日本橋１丁目２番６号,,,2015-09-28,,2022-11-16 00:00:00+09:00
3011601020382,株式会社ユニアド,1020083.0,東京都千代田区麹町５丁目３番２３号日テレ四谷ビル,,,2015-09-29,,2025-03-25 00:00:00+09:00
2010901036841,株式会社ＧＲＡＣＡＢＩ,1510051.0,東京都渋谷区千駄ヶ谷１丁目２７番７−１０２号,,,2015-09-29,,2019-11-13 00:00:00+09:00
9010001170790,株式会社アルファコード,1050001.0,東京都港区虎ノ門３丁目１８番１９号,,,2015-10-01,,2023-12-05 00:00:00+09:00
6010101011996,株式会社マグナ・ワイヤレス,1920072.0,東京都八王子市南町３番１０号,,,2015-10-01,,2023-11-09 00:00:00+09:00
9010001170808,株式会社マイナビ出版,1010003.0,東京都千代田区一ツ橋２丁目６番３号,,,2015-10-01,,2024-01-09 00:00:00+09:00
2011001107566,株式会社センシンロボティクス,1400014.0,東京都品川区大井１丁目２８番１号,,,2015-10-01,,2022-11-09 00:00:00+09:00
4013301037730,津海資源株式会社,1080072.0,東京都港区白金２丁目５番５１号,,,2015-10-01,,2018-10-29 00:00:00+09:00
6010601048555,株式会社ＵＲシステムズ,1350016.0,東京都江東区東陽２丁目２番２０号,,101.0,2015-10-01,,2018-06-28 00:00:00+09:00
4010001170845,株式会社アドテック,1040045.0,東京都中央区築地２丁目１番１７号,,,2015-10-01,,2024-01-18 00:00:00+09:00
1010401120790,三菱地所パークス株式会社,1070062.0,東京都港区南青山１丁目１番１号新青山ビル東館１６階,,,2015-10-01,,2024-01-12 00:00:00+09:00
